序号,土壤温度,土壤湿度,PH值,空气温度,空气湿度,光照强度,二氧化碳,氮,麟,钾
2338,5.2,22.0,6.6,5.4,99.9,709,490,9,23,27
2339,5.3,22.2,6.7,5.4,99.8,709,480,9,23,27
2340,5.4,22.1,6.7,6.0,99.8,1096,471,9,23,27
2341,,,,6.6,99.9,967,513,9,23,27
2342,5.7,22.1,6.7,6.4,99.9,709,563,9,23,27
2343,5.9,22.3,6.7,6.2,99.8,838,479,9,23,27
2344,4.5,21.7,6.7,6.2,99.7,516,470,8,23,27
2345,5.8,22.2,6.7,5.6,99.6,193,479,8,23,27
2346,5.9,22.0,6.6,5.3,99.5,64,560,9,23,27
2347,4.7,21.9,6.6,4.8,99.3,0,713,9,23,27
2348,5.6,21.7,6.7,3.8,98.8,0,634,9,23,27
2349,5.3,21.8,6.7,3.5,98.7,0,584,9,23,27
2350,5.3,22.0,6.7,3.8,99.1,0,570,9,23,27
2351,5.2,21.9,6.7,3.9,99.2,0,625,9,23,27
2352,5.2,21.9,6.7,3.7,99.1,0,657,9,23,27
2353,5.2,21.9,6.6,3.6,99.1,0,596,9,23,27
2354,5.0,21.9,6.7,3.5,99.1,0,569,9,23,27
2355,4.9,22.0,6.7,3.6,99.2,0,875,9,23,27
2356,4.9,21.8,6.7,3.5,99.2,0,810,9,23,27
2357,4.8,21.9,6.7,3.2,99.1,0,708,9,23,27
2358,4.8,22.0,6.7,3.2,99.1,0,643,9,23,26
2359,4.8,21.9,6.7,3.1,99.1,0,654,9,23,27
2360,4.7,21.9,6.7,2.7,98.9,0,672,9,23,26
2361,4.5,21.9,6.7,2.7,99.0,0,566,9,23,27
2362,4.4,21.7,6.7,2.6,98.9,0,536,9,23,26
2363,4.3,21.9,6.7,2.5,98.9,0,526,9,23,26
2364,4.2,21.9,6.7,2.6,99.0,0,617,9,23,26
2365,4.3,21.7,6.7,2.6,99.0,0,565,9,23,26
2366,4.3,21.8,6.7,2.5,99.1,0,653,9,22,26
2367,,,,2.6,99.0,0,616,9,23,26
2368,4.1,21.7,6.6,2.5,99.0,0,787,9,22,26
2369,4.2,21.7,6.7,2.5,99.0,0,823,9,23,26
2370,4.1,21.9,6.7,2.4,99.0,0,716,9,23,26
2371,4.1,21.8,6.7,2.4,99.0,0,887,9,22,26
2372,4.1,21.8,6.7,2.0,98.8,0,806,9,23,26
2373,,,,2.1,98.8,129,723,9,22,26
2374,4.0,21.9,6.7,2.1,98.8,193,558,9,22,26
2375,,,,2.6,99.1,451,504,9,22,26
2376,3.9,22.0,6.7,3.2,99.3,580,483,9,22,26
2377,4.0,21.9,6.7,4.5,99.8,903,525,9,22,26
2378,4.4,22.2,6.7,6.2,99.9,1290,553,9,23,26
2379,4.8,22.1,6.7,6.7,99.9,838,472,9,23,27
2380,5.0,22.3,6.7,5.8,99.9,838,481,9,23,27
2381,5.3,22.2,6.7,6.3,99.8,774,533,9,23,27
2382,5.4,22.0,6.6,6.7,99.8,1096,509,9,23,27
2383,5.6,22.3,6.7,7.1,99.9,1032,534,9,23,27
2384,5.9,22.3,6.5,6.7,99.8,709,503,9,23,27
2385,6.0,22.3,6.6,6.2,99.5,1225,506,9,23,27
2386,6.1,22.2,6.7,7.0,99.8,774,549,8,23,27
2387,6.2,22.3,6.7,6.7,99.7,709,549,8,23,27
2388,6.3,22.2,6.7,6.9,99.8,645,562,8,24,28
2389,6.3,22.2,6.7,6.7,99.7,451,595,8,24,28
2390,6.3,22.1,6.7,6.4,99.6,322,621,8,23,27
2391,6.2,22.2,6.6,6.0,99.4,193,627,8,23,27
2392,6.2,21.9,6.7,5.2,99.1,64,730,9,23,27
2393,6.0,22.0,6.7,4.7,98.9,0,520,9,23,27
2394,5.9,21.9,6.6,4.5,98.9,0,629,9,23,27
2395,5.7,21.9,6.7,4.1,98.8,0,636,9,23,27
2396,,,,3.1,98.5,0,567,9,23,26
2397,5.2,21.9,6.7,2.8,98.4,0,545,9,23,27
2398,4.9,21.7,6.7,2.8,98.7,0,491,9,23,27
2399,,,,2.6,98.6,0,485,9,23,27
2400,4.7,21.9,6.7,2.8,98.9,0,475,9,23,27
2401,4.5,21.8,6.7,3.0,99.1,0,485,9,23,26
2402,4.5,21.7,6.7,3.1,99.3,0,517,9,23,27
2403,4.4,21.7,6.7,3.2,99.4,0,606,9,23,27
2404,4.6,21.9,6.7,3.1,99.3,0,580,9,22,26
2405,4.6,21.9,6.7,3.1,99.3,0,645,9,23,26
2406,4.6,21.9,6.7,3.0,99.2,0,589,9,23,26
2407,4.5,21.7,6.7,2.8,99.2,0,525,9,23,26
2408,4.4,21.9,6.7,2.8,99.2,0,584,9,23,26
2409,,,,2.5,99.0,0,691,9,22,26
2410,,,,2.1,98.7,0,631,9,22,26
2411,,,,2.1,98.8,0,525,9,22,26
2412,4.1,21.7,6.7,2.1,98.9,0,534,9,22,26
2413,3.9,21.9,6.7,2.1,98.9,0,617,9,23,26
2414,4.0,21.7,6.7,1.9,98.8,0,566,9,22,26
2415,,,,1.9,98.8,0,684,9,22,26
2416,3.7,21.7,6.6,1.7,98.8,0,592,9,22,26
2417,3.8,21.7,6.7,1.8,98.9,0,637,9,22,26
2418,3.8,21.7,6.7,2.3,99.3,129,800,9,22,26
2419,3.8,21.7,6.7,2.8,99.5,193,568,9,23,26
2420,,,,3.3,99.8,322,742,9,22,26
2421,4.0,21.9,6.7,3.7,99.9,322,508,9,23,26
2422,4.1,22.0,6.7,3.7,99.9,258,492,9,23,26
2423,,,,3.9,99.9,258,500,9,23,26
2424,,,,4.0,99.9,322,494,9,23,27
2425,4.4,21.9,6.7,4.1,99.9,516,410,9,23,26
2426,4.6,22.0,6.6,5.1,99.9,838,450,9,23,27
2427,,,,5.4,99.9,903,435,9,23,27
2428,5.1,22.1,6.7,6.4,99.9,1096,423,9,23,27
2429,5.4,22.1,6.7,6.5,99.9,967,430,9,23,27
2430,5.7,22.0,6.7,6.9,99.6,1096,409,9,23,27
2431,6.0,22.4,6.6,7.4,99.4,967,471,8,23,27
2432,6.3,22.2,6.7,7.3,98.9,903,458,8,23,27
2433,6.4,22.3,6.7,6.8,98.6,709,466,8,23,27
2434,6.4,22.2,6.6,6.2,98.5,645,477,8,23,27
2435,,,,5.7,98.4,387,436,8,23,27
2436,6.2,22.1,6.7,5.2,98.5,193,481,9,23,27
2437,,,,4.1,98.2,64,519,9,23,27
2438,5.7,21.9,6.7,3.4,98.2,0,537,9,23,27
2439,5.4,21.7,6.7,2.8,98.1,0,454,9,23,27
2440,5.1,21.7,6.7,2.6,98.2,0,561,9,23,27
2441,5.0,21.7,6.7,2.3,98.1,0,540,9,23,27
2442,4.8,21.6,6.6,2.4,98.5,0,429,9,23,26
2443,4.6,21.7,6.7,2.7,98.9,0,460,9,22,26
2444,4.6,21.9,6.7,2.1,98.5,0,458,9,23,26
2445,4.4,21.9,6.7,2.2,98.6,0,496,9,23,26
2446,4.3,21.7,6.7,2.0,98.6,0,536,9,23,26
2447,4.0,21.6,6.7,2.0,98.6,0,517,9,22,26
2448,4.1,21.6,6.7,2.1,98.7,0,574,9,23,26
2449,3.9,21.6,6.6,1.9,98.7,0,516,9,22,26
2450,4.0,21.7,6.7,1.6,98.6,0,619,9,22,26
2451,3.9,21.8,6.7,1.5,98.5,0,553,9,22,26
2452,,,,1.5,98.6,0,489,9,22,26
2453,3.8,21.6,6.7,1.3,98.6,0,570,9,22,26
2454,3.7,21.6,6.7,1.2,98.5,0,495,9,22,26
2455,3.7,21.5,6.7,1.3,98.6,0,549,9,22,26
2456,3.6,21.7,6.7,1.1,98.6,0,496,9,22,26
2457,,,,1.0,98.5,0,525,9,22,25
2458,3.5,21.6,6.7,1.0,98.5,0,570,9,22,26
2459,3.4,21.6,6.7,0.8,98.4,0,549,9,22,26
2460,3.2,21.7,6.6,0.4,98.2,0,466,9,22,26
2461,3.1,21.5,6.7,0.4,98.3,0,527,9,22,25
2462,3.2,21.7,6.7,0.3,98.2,0,498,9,22,25
2463,3.0,21.6,6.6,0.3,98.3,64,600,9,22,25
2464,,,,0.9,98.8,193,526,9,22,25
2465,3.2,21.9,6.7,2.8,99.5,709,507,9,22,26
2466,,,,3.5,99.6,903,512,9,22,26
2467,3.6,21.9,6.7,4.8,99.8,967,501,9,22,26
2468,3.9,21.9,6.7,5.8,99.9,1096,486,9,23,26
2469,,,,6.6,99.9,1161,475,9,23,26
2470,4.7,22.1,6.7,7.1,99.9,1161,475,9,23,27
2471,5.2,22.1,6.7,7.5,99.9,1161,454,9,23,27
2472,5.7,22.4,6.6,8.0,99.9,1161,459,9,23,27
2473,6.0,22.4,6.7,8.3,99.9,1161,437,8,23,28
2474,6.5,22.6,6.6,8.7,99.8,1096,447,8,24,28
2475,,,,8.9,99.5,1032,459,8,24,28
2476,7.1,22.4,6.6,8.5,98.7,967,429,8,24,28
2477,7.2,22.2,6.6,8.2,98.4,1032,464,8,24,28
2478,7.2,22.2,6.6,8.4,97.9,709,470,8,24,28
2479,7.2,22.3,6.6,8.0,98.0,451,510,8,24,28
2480,,,,7.4,98.6,193,589,8,24,28
2481,6.9,22.0,6.6,6.8,98.6,64,624,8,24,28
2482,,,,6.0,98.6,0,524,8,23,27
2483,6.5,21.9,6.7,5.7,98.7,0,505,8,24,28
2484,6.4,22.0,6.6,5.3,98.7,0,479,9,23,27
2485,,,,5.1,98.4,0,395,9,23,27
2486,5.1,21.9,6.6,5.0,98.6,0,463,9,23,27
2487,6.0,22.0,6.6,5.0,98.8,0,466,9,23,27
2488,5.9,21.7,6.7,4.8,99.0,0,526,9,23,27
2489,5.8,21.7,6.7,4.6,99.0,0,506,9,23,27
2490,5.7,21.7,6.7,4.4,99.1,0,484,9,23,27
2491,5.2,21.6,6.7,4.2,99.1,0,598,9,23,27
2492,5.5,21.9,6.6,4.0,99.0,0,497,9,23,27
2493,5.4,21.9,6.7,3.6,98.9,0,543,9,23,27
2494,5.0,21.8,6.7,3.8,99.3,0,618,9,23,27
2495,5.1,21.7,6.7,3.9,99.5,0,614,9,23,27
2496,5.1,21.7,6.5,3.9,99.6,0,583,9,23,27
2497,,,,3.8,99.6,0,586,9,23,26
2498,,,,3.7,99.4,0,588,9,23,26
2499,4.9,21.9,6.7,3.6,99.4,0,533,9,23,27
2500,4.9,21.8,6.7,3.7,99.5,0,550,9,23,26
2501,4.8,21.8,6.7,3.5,99.4,0,517,9,23,27
2502,,,,3.4,99.4,0,498,9,23,26
2503,,,,3.3,99.4,0,488,9,23,26
2504,,,,3.2,99.3,0,558,9,23,27
2505,4.7,21.8,6.6,3.1,99.3,0,489,9,23,26
2506,4.5,21.9,6.7,3.0,99.2,0,507,9,23,26
2507,4.5,21.9,6.7,3.1,99.3,193,520,9,23,26
2508,4.5,21.8,6.6,3.8,99.6,322,520,9,23,26
2509,4.7,21.9,6.7,4.4,99.8,516,633,9,23,26
2510,4.9,21.9,6.5,4.6,99.9,516,525,9,23,26
2511,4.8,21.9,6.6,4.5,99.8,709,494,9,23,27
2512,5.1,21.9,6.7,5.8,99.9,1096,480,9,23,27
2513,5.3,22.0,6.7,6.2,99.9,645,461,9,23,27
2514,,,,7.0,99.6,903,439,9,23,27
2515,,,,7.8,97.6,1096,420,9,23,27
2516,6.0,22.1,6.7,8.2,96.8,1354,429,8,23,27
2517,6.5,22.3,6.6,8.6,97.1,1032,465,8,24,28
2518,6.6,22.2,6.7,8.7,97.5,1161,467,8,24,28
2519,6.7,22.1,6.6,8.5,97.4,967,434,8,24,28
2520,6.8,22.3,6.6,8.2,98.3,774,436,8,24,28
2521,5.3,21.7,6.7,7.9,98.6,645,445,8,24,28
2522,6.9,22.1,6.7,7.6,98.7,516,481,8,24,28
2523,6.8,22.0,6.7,7.2,98.8,322,489,8,24,28
2524,6.8,22.0,6.7,7.0,99.1,193,537,8,24,28
2525,6.7,22.0,6.7,6.5,99.2,129,531,8,24,28
2526,6.6,21.9,6.7,5.9,99.1,0,567,8,24,28
2527,6.0,21.7,6.7,4.7,98.8,0,517,9,23,27
2528,6.0,21.7,6.7,4.5,98.9,0,596,9,23,27
2529,5.8,21.7,6.7,4.5,99.1,0,546,9,23,27
2530,5.7,21.9,6.7,4.4,99.1,0,495,9,23,27
2531,5.6,21.7,6.7,4.5,99.2,0,508,9,23,27
2532,5.5,21.9,6.7,4.6,99.4,0,637,9,23,27
2533,5.5,21.8,6.5,4.6,99.6,0,472,9,23,27
2534,5.4,21.7,6.7,4.5,99.5,0,560,9,23,27
2535,5.5,21.9,6.7,4.4,99.5,0,533,9,23,27
2536,5.4,21.9,6.7,4.2,99.4,0,552,9,23,27
2537,5.4,21.9,6.7,3.7,99.1,0,517,9,23,27
2538,5.1,21.8,6.7,3.5,99.1,0,486,9,23,26
2539,5.1,21.6,6.7,3.0,98.7,0,459,9,23,26
2540,4.9,21.8,6.7,2.4,98.4,0,478,9,23,26
2541,4.8,21.6,6.7,1.8,98.2,0,431,9,23,27
2542,,,,2.4,98.8,0,462,9,23,26
2543,4.4,21.5,6.7,2.4,98.8,0,453,9,23,26
2544,4.4,21.7,6.7,2.6,99.1,0,484,9,23,26
2545,4.4,21.9,6.6,2.7,99.2,0,523,9,22,26
2546,,,,2.7,99.2,0,559,9,22,26
2547,4.2,21.7,6.7,2.7,99.2,0,568,9,22,26
2548,4.4,21.8,6.7,2.7,99.2,0,512,9,22,26
2549,4.3,21.6,6.6,2.6,99.1,0,553,9,22,26
2550,4.3,21.9,6.5,2.9,99.4,129,722,9,22,26
2551,4.3,21.8,6.7,3.5,99.7,258,706,9,23,26
2552,4.3,22.0,6.7,3.9,99.9,451,720,9,23,26
2553,4.6,22.1,6.6,4.9,99.9,838,541,9,23,26
2554,4.8,22.0,6.7,5.9,99.9,967,474,9,23,27
2555,5.1,21.9,6.6,6.9,99.9,967,487,9,23,27
2556,5.3,22.0,6.6,7.6,99.8,1096,484,9,23,27
2557,5.7,22.1,6.6,7.5,98.7,1161,468,9,23,27
2558,6.0,22.3,6.7,7.8,97.0,1161,420,9,23,27
2559,6.4,22.2,6.6,8.1,97.3,1290,433,8,23,28
2560,6.7,22.2,6.7,8.6,96.9,1290,422,9,23,27
2561,7.0,22.2,6.6,8.8,97.8,1161,463,8,24,28
2562,7.3,22.3,6.6,9.3,98.0,1032,489,8,24,28
2563,7.4,22.3,6.7,7.5,96.5,709,438,8,24,28
2564,,,,8.6,96.9,1161,433,8,24,28
2565,7.6,22.4,6.6,8.6,95.7,838,418,8,24,28
2566,7.7,22.0,6.7,7.9,96.7,709,465,8,24,28
2567,7.4,22.1,6.6,7.1,97.4,451,483,8,24,28
2568,7.1,21.9,6.7,5.9,97.8,193,506,8,24,28
2569,6.7,21.9,6.7,4.4,97.4,0,481,8,23,27
2570,6.5,21.9,6.7,3.4,97.4,0,411,9,23,27
2571,6.0,21.7,6.6,2.9,97.6,0,405,9,23,27
2572,5.6,21.6,6.7,2.7,97.8,0,390,9,23,27
2573,3.5,21.7,6.7,2.7,98.1,0,396,9,23,27
2574,5.2,21.6,6.6,2.6,98.3,0,420,9,23,26
2575,5.0,21.7,6.7,2.3,98.1,0,410,9,23,26
2576,4.8,21.7,6.7,1.9,98.1,0,443,9,22,26
2577,4.1,21.5,6.6,1.6,97.9,0,441,9,22,26
2578,4.4,21.5,6.7,1.3,98.0,0,420,9,22,26
2579,4.4,21.6,6.7,1.2,98.0,0,455,9,22,26
2580,4.0,21.4,6.7,0.8,98.0,0,472,9,22,26
2581,3.9,21.5,6.6,0.7,98.0,0,430,9,22,26
2582,3.2,21.3,6.7,0.8,98.3,0,470,9,22,26
2583,3.6,21.3,6.7,1.0,98.5,0,475,9,22,26
2584,3.6,21.3,6.6,0.7,98.2,0,463,9,22,26
2585,3.5,21.4,6.6,0.3,98.0,0,532,9,22,25
2586,3.3,21.3,6.7,0.1,98.0,0,489,9,22,25
2587,3.3,21.5,6.7,1.2,99.0,0,477,9,22,25
2588,3.4,21.7,6.7,1.4,99.2,0,625,9,22,26
2589,3.4,21.5,6.7,1.5,99.1,0,665,9,22,26
2590,3.5,21.5,6.6,1.5,99.2,0,633,9,22,25
2591,3.4,21.5,6.7,1.4,99.0,0,484,9,22,26
2592,3.4,21.6,6.7,1.5,99.1,0,494,9,22,26
2593,3.4,21.6,6.7,1.2,98.9,0,487,9,22,26
2594,3.5,21.7,6.6,1.7,99.3,129,515,9,22,25
2595,3.6,21.7,6.7,2.7,99.7,516,425,9,22,26
2596,3.7,21.7,6.7,3.5,99.9,645,491,9,22,26
2597,4.0,21.9,6.6,4.4,99.9,838,516,9,22,26
2598,4.2,21.9,6.7,5.3,99.9,1032,418,9,22,26
2599,4.5,22.0,6.7,6.5,99.9,1290,439,9,23,26
2600,5.0,22.1,6.7,7.0,99.9,1419,467,9,23,27
2601,5.3,22.3,6.7,7.4,99.6,1161,443,9,23,27
2602,5.7,22.0,6.5,7.3,98.4,1032,401,9,23,27
2603,5.8,22.0,6.7,6.8,97.4,709,402,9,23,27
2604,5.1,21.8,6.7,6.8,96.6,709,385,9,23,27
2605,5.9,21.9,6.7,6.6,96.6,645,379,9,23,27
2606,5.9,22.0,6.7,6.6,96.5,709,401,9,23,27
2607,6.0,22.0,6.6,6.5,96.3,580,411,9,23,27
2608,6.0,22.1,6.7,6.5,96.6,387,423,9,23,27
2609,6.0,22.0,6.7,6.1,96.7,193,429,9,23,27
2610,5.9,21.8,6.7,5.7,97.1,129,407,9,23,27
2611,5.7,21.7,6.7,4.8,95.9,0,399,9,23,27
2612,5.7,21.9,6.6,4.6,97.6,0,433,9,23,27
2613,5.6,21.7,6.7,4.5,98.4,0,542,9,23,27
2614,5.5,21.7,6.6,4.2,98.5,0,485,9,23,26
2615,5.3,21.9,6.7,4.1,98.6,0,485,9,23,27
2616,5.3,21.7,6.7,4.0,98.7,0,529,9,23,27
2617,5.1,21.7,6.6,3.7,98.9,0,530,9,23,26
2618,5.1,21.7,6.7,3.6,98.9,0,483,9,23,26
2619,5.0,21.7,6.7,3.5,99.0,0,482,9,23,26
2620,,,,3.5,99.1,0,513,9,23,26
2621,,,,3.1,98.9,0,486,9,23,26
2622,4.8,21.7,6.7,2.7,98.7,0,464,9,23,26
2623,4.7,21.6,6.6,2.6,98.8,0,466,9,22,26
2624,4.5,21.7,6.7,2.5,98.8,0,522,9,22,26
2625,4.5,21.6,6.7,2.4,98.8,0,488,9,22,26
2626,4.3,21.5,6.7,2.3,98.8,0,525,9,22,26
2627,3.7,21.5,6.7,1.8,98.5,0,454,9,23,26
2628,4.1,21.5,6.7,2.0,98.8,0,529,9,22,26
2629,4.0,21.7,6.7,2.0,98.8,0,472,9,22,26
2630,4.0,21.7,6.7,1.8,98.7,0,515,9,22,26
2631,4.0,21.5,6.7,1.7,98.7,0,526,9,22,26
2632,3.9,21.7,6.6,1.6,98.7,0,587,9,22,26
2633,3.7,21.7,6.6,0.9,98.3,0,616,10,22,25
2634,3.5,21.4,6.7,0.5,98.0,0,522,9,22,26
2635,3.3,21.4,6.6,0.2,98.0,0,493,9,22,25
2636,3.2,21.6,6.7,0.4,98.2,129,615,9,22,25
2637,3.3,21.5,6.7,2.3,99.3,838,486,9,22,25
2638,3.5,21.7,6.7,3.5,99.6,709,533,9,22,26
2639,,,,4.8,99.8,903,521,9,22,26
2640,4.1,21.9,6.7,5.9,99.7,967,549,9,22,26
2641,4.5,22.0,6.7,6.7,99.3,1096,448,9,23,26
2642,4.9,22.1,6.7,7.5,98.1,1161,450,9,23,26
2643,,,,7.8,97.5,1225,448,9,23,27
2644,5.6,21.8,6.7,8.1,96.8,1161,434,9,23,27
2645,6.2,22.3,6.5,8.5,96.0,1225,441,9,23,27
2646,6.6,22.1,6.7,8.9,95.4,1225,425,9,23,27
2647,7.0,22.4,6.6,9.4,95.8,1096,459,8,24,28
2648,7.4,22.5,6.6,9.5,95.8,967,473,8,24,28
2649,7.8,22.5,6.6,9.8,97.2,1032,519,8,24,28
2650,7.8,22.4,6.7,9.4,96.2,903,495,8,24,28
2651,7.8,22.1,6.6,8.9,97.1,709,530,8,24,28
2652,7.8,22.0,6.6,8.0,97.3,516,526,8,24,28
2653,7.4,22.1,6.6,6.9,97.8,258,566,8,24,28
2654,7.2,21.9,6.7,5.8,97.9,129,552,8,24,28
2655,6.9,21.9,6.6,5.0,98.0,0,467,8,24,28
2656,6.6,21.7,6.7,4.8,98.6,0,514,8,23,27
2657,6.5,21.9,6.7,5.1,99.0,0,553,9,23,27
2658,6.3,21.7,6.7,5.1,99.0,0,537,9,23,27
2659,6.2,21.8,6.5,5.0,99.1,0,561,9,23,27
2660,6.0,21.7,6.6,5.0,99.2,0,623,9,23,27
2661,6.0,21.8,6.7,5.0,99.3,0,544,9,23,27
2662,6.0,21.7,6.7,4.8,99.2,0,542,9,23,27
2663,5.9,21.6,6.6,4.7,99.2,0,524,9,23,27
2664,5.8,21.7,6.7,4.6,99.2,0,536,9,23,27
2665,5.7,21.7,6.7,4.5,99.2,0,533,9,23,27
2666,5.6,21.7,6.6,4.5,99.3,0,520,9,23,27
2667,5.5,21.7,6.7,4.5,99.4,0,592,9,23,27
2668,,,,4.4,99.4,0,521,9,23,27
2669,5.4,21.7,6.7,4.3,99.5,0,548,9,23,27
2670,5.4,21.7,6.7,4.3,99.4,0,532,9,23,27
2671,5.3,21.5,6.7,4.2,99.5,0,610,9,23,27
2672,5.4,21.6,6.7,4.2,99.5,0,527,9,23,27
2673,,,,4.2,99.6,0,537,9,23,27
2674,5.3,21.7,6.7,4.3,99.6,0,535,9,23,27
2675,5.3,21.8,6.7,4.2,99.6,0,490,9,23,26
2676,5.4,21.7,6.7,4.2,99.6,0,503,9,23,27
2677,5.3,21.7,6.7,4.3,99.7,0,518,9,23,26
2678,5.3,21.8,6.7,4.3,99.7,0,548,9,23,27
2679,5.2,21.7,6.7,4.3,99.8,0,472,9,23,26
2680,,,,4.4,99.8,0,490,9,23,27
2681,5.3,21.9,6.7,4.3,99.8,0,504,9,23,27
2682,5.3,21.7,6.7,4.4,99.9,64,543,9,23,26
2683,,,,4.5,99.9,193,497,9,23,26
2684,5.3,21.9,6.7,5.0,99.9,322,494,9,23,26
2685,5.5,21.9,6.7,5.3,99.9,451,469,9,23,27
2686,5.6,22.0,6.7,5.8,99.9,645,467,9,23,27
2687,5.6,21.8,6.7,6.3,99.9,709,449,9,23,27
2688,5.7,21.9,6.7,6.7,99.9,774,462,9,23,27
2689,5.9,22.2,6.7,7.1,99.9,838,455,9,23,27
2690,6.3,21.9,6.6,7.8,99.9,967,448,9,23,27
2691,,,,7.8,99.9,838,452,8,24,28
2692,6.6,22.3,6.7,7.9,99.6,709,460,8,24,28
2693,6.7,22.2,6.7,8.3,99.3,1032,455,8,24,28
2694,7.1,22.1,6.7,8.4,99.0,709,456,8,24,28
2695,7.0,22.0,6.7,7.8,99.0,645,448,8,24,28
2696,,,,7.6,98.9,387,444,8,23,27
2697,,,,7.1,99.0,258,454,8,24,28
2698,6.8,21.9,6.7,6.8,99.1,193,451,8,23,27
2699,6.8,22.0,6.7,6.5,99.1,193,445,8,24,28
2700,,,,6.2,99.2,64,459,8,23,27
2701,6.0,21.6,6.6,5.9,99.2,0,454,8,24,28
2702,6.5,21.9,6.7,5.7,99.3,0,455,9,23,27
2703,6.4,21.9,6.7,5.5,99.4,0,465,8,23,27
2704,6.3,21.7,6.7,5.4,99.4,0,452,9,23,27
2705,6.2,21.8,6.7,5.3,99.5,0,455,9,23,27
2706,6.1,21.7,6.5,5.1,99.5,0,453,9,23,27
2707,6.0,21.8,6.7,5.0,99.5,0,449,9,23,27
2708,5.8,21.7,6.7,4.9,99.5,0,449,9,23,27
2709,5.9,21.9,6.7,4.9,99.5,0,454,9,23,27
2710,,,,4.6,99.5,0,459,9,23,27
2711,5.7,21.8,6.7,4.5,99.5,0,468,9,23,27
2712,,,,4.2,99.4,0,454,9,23,27
2713,5.5,21.7,6.7,4.1,99.4,0,478,9,23,27
2714,5.4,21.7,6.7,3.9,99.4,0,489,9,23,27
2715,5.0,21.9,6.6,3.8,99.4,0,487,9,23,27
2716,5.3,21.7,6.7,3.7,99.3,0,494,9,23,27
2717,5.2,21.7,6.7,3.6,99.3,0,500,9,23,27
2718,5.2,21.9,6.7,3.5,99.2,0,482,9,23,27
2719,5.1,21.8,6.7,3.5,99.2,0,481,9,23,26
2720,5.0,21.7,6.5,3.4,99.3,0,516,9,23,26
2721,5.0,21.7,6.5,3.3,99.3,0,509,9,23,26
2722,,,,3.1,99.3,0,523,9,23,26
2723,4.8,21.7,6.7,3.1,99.2,0,536,9,22,26
2724,4.8,21.9,6.7,3.0,99.2,0,532,9,22,26
2725,4.8,21.7,6.7,3.1,99.3,129,510,9,23,27
2726,4.7,21.9,6.7,3.2,99.4,193,507,9,23,26
2727,4.7,21.9,6.7,3.2,99.4,129,493,9,23,26
2728,,,,3.2,99.4,193,491,9,23,26
2729,4.6,21.7,6.7,3.6,99.5,322,524,9,22,26
2730,,,,3.9,99.6,322,503,9,22,26
2731,,,,4.0,99.6,451,509,9,23,26
2732,4.9,21.8,6.7,4.2,99.7,516,486,9,22,26
2733,,,,4.3,99.7,0,514,9,23,26
2734,5.0,21.9,6.7,4.6,99.8,516,502,9,23,27
2735,5.0,21.9,6.6,4.6,99.8,580,486,9,23,26
2736,5.2,22.0,6.7,4.9,99.8,838,474,9,23,26
2737,5.3,21.9,6.7,4.8,99.8,709,490,9,23,26
2738,5.3,21.9,6.6,4.9,99.7,580,496,9,23,26
2739,,,,4.7,99.6,322,504,9,23,27
2740,5.3,21.9,6.7,4.5,99.5,258,536,9,23,27
2741,5.3,22.0,6.6,4.2,99.4,193,568,9,23,27
2742,5.2,21.9,6.7,3.8,99.2,129,566,9,23,26
2743,5.1,21.9,6.7,3.6,99.1,129,563,9,23,26
2744,5.0,21.9,6.7,3.3,99.0,0,686,9,23,26
2745,5.0,21.9,6.7,3.1,99.0,0,652,9,23,26
2746,4.9,21.7,6.7,2.6,98.7,0,568,9,22,26
2747,,,,2.1,98.5,0,576,9,23,27
2748,4.4,21.9,6.7,1.8,98.5,0,547,9,22,26
2749,4.3,21.7,6.7,2.1,98.9,0,534,9,22,26
2750,4.2,21.9,6.7,2.3,99.2,0,485,9,22,26
2751,4.2,21.7,6.7,2.3,99.2,0,518,9,22,26
2752,4.1,21.7,6.7,1.8,98.7,0,490,9,22,26
2753,4.0,21.9,6.6,1.7,98.7,0,523,9,22,26
2754,4.0,21.7,6.7,1.6,98.7,0,504,9,22,26
2755,3.9,21.7,6.7,1.7,98.9,0,539,9,22,26
2756,3.9,21.7,6.7,1.7,99.0,0,506,9,22,26
2757,3.9,21.9,6.6,1.7,99.0,0,494,9,22,26
2758,3.7,21.7,6.7,0.6,98.3,0,525,9,22,26
2759,3.1,21.6,6.6,0.2,98.2,0,571,9,22,26
2760,3.4,21.6,6.7,0.2,98.3,0,592,10,22,25
2761,3.3,21.5,6.7,0.0,98.2,0,505,9,22,25
2762,3.2,21.5,6.6,0.0,98.3,0,519,10,22,25
2763,3.0,21.5,6.7,0.5,98.8,0,563,9,22,25
2764,3.1,21.5,6.6,1.0,99.2,0,527,10,22,25
2765,3.2,21.7,6.7,1.1,99.2,0,485,10,22,25
2766,3.1,21.8,6.7,1.2,99.2,0,509,10,22,25
2767,3.2,21.6,6.7,1.3,99.3,0,492,9,22,25
2768,,,,1.3,99.3,0,472,9,22,25
2769,3.2,21.8,6.7,1.4,99.3,0,480,9,22,25
2770,,,,1.4,99.4,0,503,9,22,25
2771,,,,1.7,99.4,193,516,9,22,25
2772,3.2,21.6,6.7,2.0,99.6,193,499,9,22,25
2773,3.4,21.9,6.7,2.2,99.6,258,486,9,22,25
2774,,,,2.5,99.7,516,466,9,22,25
